x_own_true,y_own_true,x_own_noise,y_own_noise,hdg_own,gs_own,x_int_true,y_int_true,x_int_noise,y_int_noise,hdg_int,gs_int,pos_ownship,pos_intruder,dx,dy,tin,tout,dcpa,is_conflict,vx_vo,vy_vo,vx_mvp,vy_mvp
0,0,-7.588576337273192,-6.133320399303055,0.0,20.0,117.55934030175894,-19.459317825889876,107.93973989350442,-23.575366473894395,0.0,15.0,POINT (-7.588576337273192 -6.133320399303055),POINT (107.9397398935044 -23.57536647389439),-115.52831623077762,17.44204607459134,13.733843724351175,32.47748276795987,17.442046074591513,True,19.516576217510906,1.4776401317538044,20.0,1.6357967413734185
0,0,0.44124315509002077,1.8080922944983118,0.0,20.0,117.55934030175894,-19.459317825889876,118.5291407218953,-18.840062378615233,0.0,15.0,POINT (0.4412431550900208 1.808092294498312),POINT (118.5291407218953 -18.84006237861523),-118.08789756680528,20.648154673113545,14.510101907360186,32.72505711936193,20.648154673113428,True,19.61760233741338,1.3288191526996411,20.0,1.4388626992986144
0,0,2.2797833324982815,-0.19190422709020802,0.0,20.0,117.55934030175894,-19.459317825889876,110.24705753870573,-11.777447090670623,0.0,15.0,POINT (2.279783332498281 -0.191904227090208),POINT (110.2470575387057 -11.77744709067062),-107.96727420620745,11.585542863580416,11.86560781005079,31.321301872432194,11.585542863580292,True,19.249883101497154,1.7854716830839727,20.000000000000004,2.1006126997410663
0,0,-4.995033019888944,0.3013816777952561,0.0,20.0,117.55934030175894,-19.459317825889876,115.33053755196211,-11.99222327239088,0.0,15.0,POINT (-4.995033019888944 0.3013816777952561),POINT (115.3305375519621 -11.99222327239088),-120.32557057185106,12.293604950186136,14.37209130963327,33.75813691910716,12.293604950186023,True,19.421175601867276,1.5997138202784613,20.000000000000004,1.8091498329118891
0,0,11.52254679155246,-2.3387236324734277,0.0,20.0,117.55934030175894,-19.459317825889876,126.51450038413441,-12.909029332004193,0.0,15.0,POINT (11.52254679155246 -2.338723632473428),POINT (126.5145003841344 -12.90902933200419),-114.99195359258195,10.570305699530765,13.224407625798321,32.77237381123446,10.570305699530794,True,19.3110562046121,1.7233906764677647,20.0,1.998803303264788
0,0,2.4632919933091824,-0.42130274618566843,0.0,20.0,117.55934030175894,-19.459317825889876,110.18024236577492,-17.151633705770276,0.0,15.0,POINT (2.463291993309182 -0.4213027461856684),POINT (110.1802423657749 -17.15163370577028),-107.71695037246573,16.73033095958461,12.119811081387047,30.966969067599244,16.73033095958462,True,19.4172203849569,1.6044519299454607,20.0,1.8161329864924949
0,0,0.993537548719633,-0.2937567277304097,0.0,20.0,117.55934030175894,-19.459317825889876,112.08101745625117,-14.296583158520285,0.0,15.0,POINT (0.993537548719633 -0.2937567277304097),POINT (112.0810174562512 -14.29658315852028),-111.08747990753155,14.002826430789876,12.617660874695005,31.81733108831761,14.002826430789984,True,19.370775027266568,1.6583729367533022,19.999999999999996,1.8971154159247923
0,0,-2.844148366750089,-8.242605811593801,0.0,20.0,117.55934030175894,-19.459317825889876,119.17455662936813,-16.940568387889222,0.0,15.0,POINT (-2.844148366750089 -8.242605811593801),POINT (119.1745566293681 -16.94056838788922),-122.01870499611822,8.69796257629542,14.556212482846826,34.25126951560046,8.697962576295351,True,19.338013397381204,1.6946110913856334,20.0,1.9532109933185637
0,0,7.409936159731471,-6.081495036823601,0.0,20.0,117.55934030175894,-19.459317825889876,117.28208297867003,-27.779530085414414,0.0,15.0,POINT (7.409936159731471 -6.081495036823601),POINT (117.28208297867 -27.77953008541441),-109.87214681893856,21.698035048590814,12.965111354015551,30.983747373559876,21.69803504859078,True,19.583099846911523,1.3822789254695325,20.0,1.5080174681346157
0,0,-4.9257513258141055,-4.792234465240745,0.0,20.0,117.55934030175894,-19.459317825889876,110.40141269493883,-22.19766454608356,0.0,15.0,POINT (-4.925751325814105 -4.792234465240745),POINT (110.4014126949388 -22.19766454608356),-115.32716402075293,17.405430080842812,13.690890674103079,32.43997493419809,17.405430080842827,True,19.513811067527143,1.4814064210422448,20.0,1.6409707881878874
