x_own_true,y_own_true,x_own_noise,y_own_noise,hdg_own,gs_own,x_int_true,y_int_true,x_int_noise,y_int_noise,hdg_int,gs_int,pos_ownship,pos_intruder,dx,dy,tin,tout,dcpa,is_conflict,vx_vo,vy_vo,vx_mvp,vy_mvp
0,0,0.5680635608692872,-8.192705877513626,0.0,20.0,90.72234870446998,-34.56089474455999,96.55315111068116,-30.668050079952597,0.0,15.0,POINT (0.5680635608692872 -8.192705877513626),POINT (96.55315111068116 -30.6680500799526),-95.98508754981187,22.47534420243897,10.264248839540215,28.129786180384528,22.475344202439025,True,19.470046925848948,1.5391280355945405,20.0,1.7216016533229481
0,0,7.306688969849687,-1.1674746320605882,0.0,20.0,90.72234870446998,-34.56089474455999,86.4241465859457,-26.299857939640695,0.0,15.0,POINT (7.306688969849687 -1.167474632060588),POINT (86.42414658594571 -26.2998579396407),-79.11745761609602,25.132383307580106,7.1785778526707915,24.468405193767616,25.132383307580074,True,19.32202646811161,1.7117884067549738,20.0,1.980307639697187
0,0,0.31653177391932097,0.9804399704664589,0.0,20.0,90.72234870446998,-34.56089474455999,93.0040206908801,-31.119187272020717,0.0,15.0,POINT (0.316531773919321 0.9804399704664589),POINT (93.0040206908801 -31.11918727202072),-92.68748891696077,32.09962724248717,10.870388990911447,26.204606575872862,32.09962724248719,True,19.737042884341044,1.1160820460965777,20.0,1.1780366711328953
0,0,6.30749715345965,7.5605629306134965,0.0,20.0,90.72234870446998,-34.56089474455999,87.74729705319513,-39.46978385894299,0.0,15.0,POINT (6.30749715345965 7.560562930613496),POINT (87.74729705319513 -39.46978385894299),-81.43979989973548,47.03034678955649,12.892984393265772,19.68293556662842,47.030346789556475,True,19.976525647904417,0.3417904552084714,20.0,0.343402686322331
0,0,4.9162378249606045,-6.669663654894499,0.0,20.0,90.72234870446998,-34.56089474455999,94.95906774804416,-33.079596086452604,0.0,15.0,POINT (4.916237824960604 -6.669663654894499),POINT (94.95906774804416 -33.0795960864526),-90.04282992308356,26.409932431558104,9.517357663157304,26.49977430607612,26.409932431558058,True,19.539149173341595,1.4463300622127324,20.0,1.59317308925098
0,0,-0.6867850537628587,5.598074148056143,0.0,20.0,90.72234870446998,-34.56089474455999,86.88778129070519,-32.111115837304396,0.0,15.0,POINT (-0.6867850537628587 5.598074148056143),POINT (86.88778129070519 -32.1111158373044),-87.57456634446805,37.70918998536054,10.948279456511543,24.08154708127568,37.70918998536052,True,19.84585237502944,0.8642781002482538,20.0,0.8917709758368385
0,0,-6.2455767947314795,-10.780781179996046,0.0,20.0,90.72234870446998,-34.56089474455999,97.04780390513955,-33.71962341260743,0.0,15.0,POINT (-6.24557679473148 -10.78078117999605),POINT (97.04780390513955 -33.71962341260743),-103.29338069987102,22.938842232611385,11.773160922436475,29.544191357511934,22.93884223261138,True,19.56148123221277,1.414317902465534,20.0,1.5502835926165244
0,0,0.8487332705201702,-5.062146409483844,0.0,20.0,90.72234870446998,-34.56089474455999,79.3277883257866,-31.307054277785554,0.0,15.0,POINT (0.8487332705201702 -5.062146409483844),POINT (79.3277883257866 -31.30705427778555),-78.47905505526643,26.24490786830171,7.184160616483844,24.207461405622727,26.244907868301738,True,19.36444906998082,1.665481811803312,20.0,1.9080092184586184
0,0,-0.5532743306335743,5.060271819073064,0.0,20.0,90.72234870446998,-34.56089474455999,95.29609439603807,-35.494148563178605,0.0,15.0,POINT (-0.5532743306335743 5.060271819073064),POINT (95.29609439603807 -35.49414856317861),-95.84936872667164,40.55442038225167,13.320637940685621,25.019109549983035,40.55442038225167,True,19.917932256173746,0.6352980438774667,20.0,0.6458995475994435
0,0,4.108155578109481,-11.017865755612222,0.0,20.0,90.72234870446998,-34.56089474455999,95.35081378273419,-41.32980510739268,0.0,15.0,POINT (4.108155578109481 -11.01786575561222),POINT (95.35081378273419 -41.32980510739268),-91.24265820462472,30.31193935178046,10.295704891311987,26.201358390537905,30.311939351780428,True,19.677220834049976,1.2287023397791366,20.0,1.3134961800758198
0,0,2.71738244128864,4.109325320367433,0.0,20.0,90.72234870446998,-34.56089474455999,87.76331973237009,-27.135962745241066,0.0,15.0,POINT (2.71738244128864 4.109325320367433),POINT (87.76331973237009 -27.13596274524107),-85.04593729108146,31.2452880656085,9.20218554020155,24.816189376231037,31.24528806560844,True,19.65458117459645,1.2679826347685426,20.0,1.3620802680259154
0,0,-5.741241976211875,-5.941237057132049,0.0,20.0,90.72234870446998,-34.56089474455999,91.24409635237129,-26.269131828011353,0.0,15.0,POINT (-5.741241976211875 -5.941237057132049),POINT (91.24409635237129 -26.26913182801135),-96.98533832858317,20.327894770879304,10.260817462960455,28.533317868472814,20.327894770879293,True,19.406406273587884,1.6172863444748318,20.0,1.8351534607338522
